Prognoseraum,Bezeichnung,Anteil,year
0401,Charlottenburg-Nord,84.82142857142857,2009
0402,Westend,89.33333333333333,2009
0403,Charlottenburg,88.70523415977961,2009
0404,Schmargendorf,86.36363636363636,2009
0405,Wilmersdorf,87.04883227176221,2009
0406,Forst Grunewald,0,2009
0501,SPA 1,83.38368580060423,2009
0502,SPA 2,82.83712784588441,2009
0503,SPA 3,89.1891891891892,2009
0504,SPA 4,88.35616438356165,2009
0601,Region A,89.375,2009
0602,Region B,90.31620553359684,2009
0603,Region C,91.49659863945578,2009
0604,Region D,92.47967479674797,2009
0701,Schöneberg-Nord,86.90095846645367,2009
0702,Schöneberg-Süd,87.74834437086092,2009
0703,Friedenau,90.26315789473684,2009
0704,Tempelhof,86.48648648648648,2009
0705,Mariendorf,87.89808917197452,2009
0706,Marienfelde,89.95215311004785,2009
0707,Lichtenrade,90.78590785907859,2009
0801,Neukölln,74.88667271078876,2009
0802,Britz-Buckow,85.44600938967136,2009
0803,Gropiusstadt,86.41509433962264,2009
0804,Buckow Nord / Rudow,87.84530386740332,2009
0901,Treptow-Köpenick 1,87.72845953002611,2009
0902,Treptow-Köpenick 2,83.65122615803814,2009
0903,Treptow-Köpenick 3,92.14659685863874,2009
0904,Treptow-Köpenick 4,87.4439461883408,2009
0905,Treptow-Köpenick 5,87.65432098765432,2009
1001,Marzahn,84.83547925608012,2009
1002,Hellersdorf,86.40429338103756,2009
1003,Biesdorf,91.66666666666667,2009
1004,Kaulsdorf / Mahlsdorf,93.77289377289377,2009
1101,Hohenschönhausen Nord,88.8157894736842,2009
1102,Hohenschönhausen Süd,84.8249027237354,2009
1103,Lichtenberg Nord,84.07821229050279,2009
1104,Lichtenberg Mitte,85.06024096385542,2009
1105,Lichtenberg Süd,92.13973799126637,2009
1210,Reinickendorf-Ost,81.9620253164557,2009
1221,Tegel,82.49027237354086,2009
1222,Heiligensee-Konradshöhe,94.44444444444444,2009
1223,Frohnau-Hermsdorf,92.46575342465754,2009
1230,Waidmannslust,83.69565217391305,2009
0101,Zentrum,92.7,2014
0102,Moabit,91.1,2014
0103,Gesundbrunnen,86.5,2014
0104,Wedding,87.9,2014
0201,Kreuzberg Nord,88.2,2014
0202,Kreuzberg Süd,92.8,2014
0203,Kreuzberg Ost,89.8,2014
0204,Friedrichshain West,93.8,2014
0205,Friedrichshain Ost,94.5,2014
0301,Buch,86.2,2014
0302,Nördliches Pankow,95.7,2014
0303,Nördliches Weißensee,95.7,2014
0304,Südliches Pankow,94.4,2014
0305,Südliches Weißensee,91.4,2014
0306,Nördlicher Prenzl. Berg,95.2,2014
0307,Südlicher Prenzl. Berg,92.9,2014
0401,Charlottenburg-Nord,94.4,2014
0402,Westend,97.5,2014
0403,Charlottenburg,96.3,2014
0404,Schmargendorf,96.9,2014
0405,Wilmersdorf,94.5,2014
0406,Forst Grunewald,0,2014
0501,SPA 1,91.3,2014
0502,SPA 2,93.1,2014
0503,SPA 3,94.4,2014
0504,SPA 4,96.6,2014
0601,Region A,95.9,2014
0602,Region B,96.5,2014
0603,Region C,96.6,2014
0604,Region D,97.6,2014
0701,Schöneberg-Nord,93.3,2014
0702,Schöneberg-Süd,93.6,2014
0703,Friedenau,96.4,2014
0704,Tempelhof,95.6,2014
0705,Mariendorf,95,2014
0706,Marienfelde,97.5,2014
0707,Lichtenrade,96.5,2014
0801,Neukölln,87.6,2014
0802,Britz-Buckow,92.7,2014
0803,Gropiusstadt,89.1,2014
0804,Buckow Nord / Rudow,91.1,2014
0901,Treptow-Köpenick 1,94.5,2014
0902,Treptow-Köpenick 2,92.2,2014
0903,Treptow-Köpenick 3,96.4,2014
0904,Treptow-Köpenick 4,93.9,2014
0905,Treptow-Köpenick 5,94.2,2014
1001,Marzahn,95,2014
1002,Hellersdorf,94,2014
1003,Biesdorf,98.5,2014
1004,Kaulsdorf / Mahlsdorf,97.2,2014
1101,Hohenschönhausen Nord,91.4,2014
1102,Hohenschönhausen Süd,94.7,2014
1103,Lichtenberg Nord,93.4,2014
1104,Lichtenberg Mitte,94.3,2014
1105,Lichtenberg Süd,98,2014
1210,Reinickendorf-Ost,88.9,2014
1221,Tegel,90.3,2014
1222,Heiligensee-Konradshöhe,95.2,2014
1223,Frohnau-Hermsdorf,97.7,2014
1230,Waidmannslust,91.8,2014
