Prognoseraum,Bezeichnung,Anteil,year
0101,Zentrum,6.696428571428571,2010
0102,Moabit,16.612377850162865,2010
0103,Gesundbrunnen,30.49738219895288,2010
0104,Wedding,24.492385786802032,2010
0201,Kreuzberg Nord,23.59081419624217,2010
0202,Kreuzberg Süd,15.689655172413794,2010
0203,Kreuzberg Ost,17.40041928721174,2010
0204,Friedrichshain West,7.604562737642586,2010
0205,Friedrichshain Ost,10.110294117647058,2010
0301,Buch,25.308641975308642,2010
0302,Nördliches Pankow,19.772727272727273,2010
0303,Nördliches Weißensee,17.080745341614907,2010
0304,Südliches Pankow,16.146540027137043,2010
0305,Südliches Weißensee,18.095238095238095,2010
0306,Nördlicher Prenzl. Berg,12.988826815642458,2010
0307,Südlicher Prenzl. Berg,12.520593080724877,2010
0401,Charlottenburg-Nord,5,2010
0402,Westend,9.6,2010
0403,Charlottenburg,9.500609013398295,2010
0404,Schmargendorf,9.824561403508772,2010
0405,Wilmersdorf,12.050739957716702,2010
0406,Forst Grunewald,0,2010
0501,SPA 1,13.202247191011235,2010
0502,SPA 2,12.63482280431433,2010
0503,SPA 3,11.52073732718894,2010
0504,SPA 4,12.32876712328767,2010
0601,Region A,6.273062730627307,2010
0602,Region B,11.504424778761061,2010
0603,Region C,6.730769230769231,2010
0604,Region D,3.9184952978056424,2010
0701,Schöneberg-Nord,10.850439882697946,2010
0702,Schöneberg-Süd,5.7507987220447285,2010
0703,Friedenau,6,2010
0704,Tempelhof,16.043956043956044,2010
0705,Mariendorf,13.387978142076502,2010
0706,Marienfelde,14.957264957264957,2010
0707,Lichtenrade,16.826923076923077,2010
0801,Neukölln,26.477024070021884,2010
0802,Britz-Buckow,17.410714285714285,2010
0803,Gropiusstadt,19.873817034700316,2010
0804,Buckow Nord / Rudow,17.258883248730964,2010
0901,Treptow-Köpenick 1,14.192139737991265,2010
0902,Treptow-Köpenick 2,12.224938875305623,2010
0903,Treptow-Köpenick 3,5.128205128205129,2010
0904,Treptow-Köpenick 4,4.245283018867925,2010
0905,Treptow-Köpenick 5,4.913294797687861,2010
1001,Marzahn,17.529411764705884,2010
1002,Hellersdorf,29.159802306425043,2010
1003,Biesdorf,5.46448087431694,2010
1004,Kaulsdorf / Mahlsdorf,12.195121951219512,2010
1101,Hohenschönhausen Nord,21.581196581196583,2010
1102,Hohenschönhausen Süd,10.32258064516129,2010
1103,Lichtenberg Nord,10.955710955710956,2010
1104,Lichtenberg Mitte,11.163895486935868,2010
1105,Lichtenberg Süd,9.465020576131687,2010
1210,Reinickendorf-Ost,19.312169312169313,2010
1221,Tegel,12.29050279329609,2010
1222,Heiligensee-Konradshöhe,6.310679611650485,2010
1223,Frohnau-Hermsdorf,8.904109589041095,2010
1230,Waidmannslust,20.140845070422536,2010
0101,Zentrum,14.7,2015
0102,Moabit,29.1,2015
0103,Gesundbrunnen,36.5,2015
0104,Wedding,34.5,2015
0201,Kreuzberg Nord,23.6,2015
0202,Kreuzberg Süd,12,2015
0203,Kreuzberg Ost,16,2015
0204,Friedrichshain West,12.4,2015
0205,Friedrichshain Ost,9.7,2015
0301,Buch,35.2,2015
0302,Nördliches Pankow,15.3,2015
0303,Nördliches Weißensee,22,2015
0304,Südliches Pankow,19.3,2015
0305,Südliches Weißensee,22.8,2015
0306,Nördl. Prenzl. Berg,13.7,2015
0307,Südl. Prenzl. Berg,11.9,2015
0401,Charlottenburg-Nord,18.7,2015
0402,Westend,8.2,2015
0403,Charlottenburg,18.2,2015
0404,Schmargendorf,23.8,2015
0405,Wilmersdorf,24.3,2015
0406,Forst Grunewald,0,2015
0501,SPA 1,24,2015
0502,SPA 2,21,2015
0503,SPA 3,19.4,2015
0504,SPA 4,20.2,2015
0601,Region A,14.7,2015
0602,Region B,27,2015
0603,Region C,17,2015
0604,Region D,9.5,2015
0701,Schöneberg-Nord,22,2015
0702,Schöneberg-Süd,17.8,2015
0703,Friedenau,17.8,2015
0704,Tempelhof,28.4,2015
0705,Mariendorf,25.3,2015
0706,Marienfelde,26.5,2015
0707,Lichtenrade,18.6,2015
0801,Neukölln,27.7,2015
0802,Britz-Buckow,23.3,2015
0803,Gropiusstadt,32.7,2015
0804,Buckow Nord / Rudow,22.8,2015
0901,Treptow-Köpenick 1,12.3,2015
0902,Treptow-Köpenick 2,19.5,2015
0903,Treptow-Köpenick 3,14.3,2015
0904,Treptow-Köpenick 4,20.3,2015
0905,Treptow-Köpenick 5,14.1,2015
1001,Marzahn,36.6,2015
1002,Hellersdorf,34.7,2015
1003,Biesdorf,18,2015
1004,Kaulsdorf / Mahlsdorf,22.7,2015
1101,Hohenschönhausen Nord,27.2,2015
1102,Hohenschönhausen Süd,17.4,2015
1103,Lichtenberg Nord,29.1,2015
1104,Lichtenberg Mitte,23.6,2015
1105,Lichtenberg Süd,14.8,2015
1210,Reinickendorf-Ost,19.5,2015
1221,Tegel,14.5,2015
1222,Heiligensee-Konradshöhe,3.5,2015
1223,Frohnau-Hermsdorf,13.6,2015
1230,Waidmannslust,26.1,2015
0101,Zentrum,14.7,2014
0102,Moabit,21.4,2014
0103,Gesundbrunnen,36.8,2014
0104,Wedding,28.6,2014
0201,Kreuzberg Nord,22.3,2014
0202,Kreuzberg Süd,15.7,2014
0203,Kreuzberg Ost,17.3,2014
0204,Friedrichshain West,11.5,2014
0205,Friedrichshain Ost,9.1,2014
0301,Buch,31.5,2014
0302,Nördliches Pankow,21.1,2014
0303,Nördliches Weißensee,19.9,2014
0304,Südliches Pankow,19.9,2014
0305,Südliches Weißensee,23.4,2014
0306,Nördlicher Prenzl. Berg,17.4,2014
0307,Südlicher Prenzl. Berg,15.4,2014
0401,Charlottenburg-Nord,19.1,2014
0402,Westend,9.9,2014
0403,Charlottenburg,16.3,2014
0404,Schmargendorf,21.6,2014
0405,Wilmersdorf,22.4,2014
0406,Forst Grunewald,0,2014
0501,SPA 1,21.4,2014
0502,SPA 2,24.5,2014
0503,SPA 3,21.1,2014
0504,SPA 4,16.7,2014
0601,Region A,15.5,2014
0602,Region B,24.1,2014
0603,Region C,11.2,2014
0604,Region D,6.8,2014
0701,Schöneberg-Nord,17.6,2014
0702,Schöneberg-Süd,16.1,2014
0703,Friedenau,12.2,2014
0704,Tempelhof,25,2014
0705,Mariendorf,31,2014
0706,Marienfelde,22.6,2014
0707,Lichtenrade,18.2,2014
0801,Neukölln,27.1,2014
0802,Britz-Buckow,22.1,2014
0803,Gropiusstadt,31.4,2014
0804,Buckow Nord / Rudow,22.7,2014
0901,Treptow-Köpenick 1,11.1,2014
0902,Treptow-Köpenick 2,12.6,2014
0903,Treptow-Köpenick 3,12.7,2014
0904,Treptow-Köpenick 4,14.7,2014
0905,Treptow-Köpenick 5,10.8,2014
1001,Marzahn,36.7,2014
1002,Hellersdorf,29.9,2014
1003,Biesdorf,12,2014
1004,Kaulsdorf / Mahlsdorf,15.4,2014
1101,Hohenschönhausen Nord,26.8,2014
1102,Hohenschönhausen Süd,20.2,2014
1103,Lichtenberg Nord,22.5,2014
1104,Lichtenberg Mitte,25.4,2014
1105,Lichtenberg Süd,18,2014
1210,Reinickendorf-Ost,27.7,2014
1221,Tegel,15.2,2014
1222,Heiligensee-Konradshöhe,18.8,2014
1223,Frohnau-Hermsdorf,9.9,2014
1230,Waidmannslust,25.9,2014
0101,Zentrum,10,2017
0102,Moabit,23.5,2017
0103,Gesundbrunnen,30.2,2017
0104,Wedding,28.1,2017
0201,Kreuzberg Nord,20.2,2017
0202,Kreuzberg Süd,13.8,2017
0203,Kreuzberg Ost,15,2017
0204,Friedrichshain West,15.1,2017
0205,Friedrichshain Ost,9.8,2017
0301,Buch,31.9,2017
0302,Nördliches Pankow,17,2017
0303,Nördliches Weißensee,19.8,2017
0304,Südliches Pankow,16.3,2017
0305,Südliches Weißensee,20.7,2017
0306,Nördl. Prenzl. Berg,14.5,2017
0307,Südl. Prenzl. Berg,12.7,2017
0401,Charlottenburg-Nord,22.4,2017
0402,Westend,13.9,2017
0403,Charlottenburg,17.7,2017
0404,Schmargendorf,11.5,2017
0405,Wilmersdorf,18.7,2017
0406,Forst Grunewald,0,2017
0501,SPA 1,22.5,2017
0502,SPA 2,25.2,2017
0503,SPA 3,11.5,2017
0504,SPA 4,18.7,2017
0601,Region A,12.7,2017
0602,Region B,17,2017
0603,Region C,13.9,2017
0604,Region D,11.9,2017
0701,Schöneberg-Nord,19.9,2017
0702,Schöneberg-Süd,14.1,2017
0703,Friedenau,13,2017
0704,Tempelhof,20.7,2017
0705,Mariendorf,18.6,2017
0706,Marienfelde,20.7,2017
0707,Lichtenrade,19.9,2017
0801,Neukölln,24.3,2017
0802,Britz-Buckow,26.7,2017
0803,Gropiusstadt,19.9,2017
0804,Buckow Nord / Rudow,16.4,2017
0901,Treptow-Köpenick 1,11.6,2017
0902,Treptow-Köpenick 2,25.1,2017
0903,Treptow-Köpenick 3,15,2017
0904,Treptow-Köpenick 4,17.6,2017
0905,Treptow-Köpenick 5,12.7,2017
1001,Marzahn,24.1,2017
1002,Hellersdorf,38.8,2017
1003,Biesdorf,15.9,2017
1004,Kaulsdorf / Mahlsdorf,21.1,2017
1101,Hohenschönhausen Nord,22,2017
1102,Hohenschönhausen Süd,13.5,2017
1103,Lichtenberg Nord,22.5,2017
1104,Lichtenberg Mitte,25.1,2017
1105,Lichtenberg Süd,10.5,2017
1210,Reinickendorf-Ost,24.8,2017
1221,Tegel,21.7,2017
1222,Heiligensee-Konradshöhe,14.7,2017
1223,Frohnau-Hermsdorf,18.2,2017
1230,Waidmannslust,31.9,2017
0101,Zentrum,6.5,2011
0102,Moabit,20.1,2011
0103,Gesundbrunnen,35,2011
0104,Wedding,28.1,2011
0201,Kreuzberg Nord,22.2,2011
0202,Kreuzberg Süd,12.3,2011
0203,Kreuzberg Ost,15.7,2011
0204,Friedrichshain West,6.3,2011
0205,Friedrichshain Ost,5.8,2011
0301,Buch,26.1,2011
0302,Nördliches Pankow,13.3,2011
0303,Nördliches Weißensee,15.8,2011
0304,Südliches Pankow,17,2011
0305,Südliches Weißensee,17.7,2011
0306,Nördlicher Prenzl. Berg,14.5,2011
0307,Südlicher Prenzl. Berg,13.2,2011
0401,Charlottenburg-Nord,6.2,2011
0402,Westend,7.9,2011
0403,Charlottenburg,7.4,2011
0404,Schmargendorf,6.9,2011
0405,Wilmersdorf,15.8,2011
0406,Forst Grunewald,0,2011
0501,SPA 1,13.3,2011
0502,SPA 2,16,2011
0503,SPA 3,12.9,2011
0504,SPA 4,10.1,2011
0601,Region A,8.6,2011
0602,Region B,11.5,2011
0603,Region C,5.8,2011
0604,Region D,6,2011
0701,Schöneberg-Nord,10.5,2011
0702,Schöneberg-Süd,8.7,2011
0703,Friedenau,11.1,2011
0704,Tempelhof,20,2011
0705,Mariendorf,14.8,2011
0706,Marienfelde,22.6,2011
0707,Lichtenrade,14.4,2011
0801,Neukölln,21.7,2011
0802,Britz-Buckow,16.9,2011
0803,Gropiusstadt,21,2011
0804,Buckow Nord / Rudow,12.7,2011
0901,Treptow-Köpenick 1,13.5,2011
0902,Treptow-Köpenick 2,12.5,2011
0903,Treptow-Köpenick 3,6.3,2011
0904,Treptow-Köpenick 4,11.7,2011
0905,Treptow-Köpenick 5,7.5,2011
1001,Marzahn,26.2,2011
1002,Hellersdorf,27.1,2011
1003,Biesdorf,11.7,2011
1004,Kaulsdorf / Mahlsdorf,14.8,2011
1101,Hohenschönhausen Nord,19.2,2011
1102,Hohenschönhausen Süd,11.7,2011
1103,Lichtenberg Nord,18.7,2011
1104,Lichtenberg Mitte,14.4,2011
1105,Lichtenberg Süd,6.3,2011
1210,Reinickendorf-Ost,24.9,2011
1221,Tegel,10.5,2011
1222,Heiligensee-Konradshöhe,14.6,2011
1223,Frohnau-Hermsdorf,7.8,2011
1230,Waidmannslust,18.6,2011
0101,Zentrum,16.2,2013
0102,Moabit,22.4,2013
0103,Gesundbrunnen,38,2013
0104,Wedding,35,2013
0201,Kreuzberg Nord,23.7,2013
0202,Kreuzberg Süd,9.5,2013
0203,Kreuzberg Ost,15.3,2013
0204,Friedrichshain West,9.1,2013
