Prognoseraum,Bezeichnung,Anteil,year
0604,Region D,91.54228855721394,2008
0701,Schöneberg-Nord,82.58426966292134,2008
0702,Schöneberg-Süd,87.42331288343559,2008
0703,Friedenau,94.31818181818181,2008
0704,Tempelhof,86.88888888888889,2008
0705,Mariendorf,89.25619834710744,2008
0706,Marienfelde,85.44600938967136,2008
0707,Lichtenrade,90.0262467191601,2008
0801,Neukölln,71.23493975903614,2008
0802,Britz-Buckow,82.75862068965517,2008
0803,Gropiusstadt,81.97879858657244,2008
0804,Buckow Nord / Rudow,84.39153439153439,2008
0901,Treptow-Köpenick 1,90.45346062052506,2008
0902,Treptow-Köpenick 2,91.66666666666667,2008
0903,Treptow-Köpenick 3,91.7948717948718,2008
0904,Treptow-Köpenick 4,93.85964912280701,2008
0905,Treptow-Köpenick 5,95.49295774647888,2008
1001,Marzahn,85.08771929824562,2008
1002,Hellersdorf,84.29906542056075,2008
1003,Biesdorf,93.15068493150685,2008
1004,Kaulsdorf / Mahlsdorf,95.3757225433526,2008
1101,Hohenschönhausen Nord,90.9090909090909,2008
1102,Hohenschönhausen Süd,89.39393939393939,2008
1103,Lichtenberg Nord,86.95652173913044,2008
1104,Lichtenberg Mitte,88.18897637795276,2008
1105,Lichtenberg Süd,99.02439024390245,2008
1210,Reinickendorf-Ost,85.71428571428571,2008
1221,Tegel,85.63218390804597,2008
1222,Heiligensee-Konradshöhe,94.5,2008
1223,Frohnau-Hermsdorf,92.63157894736842,2008
1230,Waidmannslust,83.67071524966262,2008
0101,Zentrum,89.69404186795491,2009
0102,Moabit,77.3076923076923,2009
0103,Gesundbrunnen,71.64179104477611,2009
0104,Wedding,74.13793103448276,2009
0201,Kreuzberg Nord,83.4,2009
0202,Kreuzberg Süd,86.82745825602969,2009
0203,Kreuzberg Ost,82.4766355140187,2009
0204,Friedrichshain West,89.49152542372882,2009
0205,Friedrichshain Ost,94.10646387832699,2009
0301,Buch,88.23529411764706,2009
0302,Nördliches Pankow,94.90291262135922,2009
0303,Nördliches Weißensee,93.4640522875817,2009
0304,Südliches Pankow,94.78873239436619,2009
0305,Südliches Weißensee,94.3019943019943,2009
0306,Nördlicher Prenzl. Berg,94.51219512195122,2009
0307,Südlicher Prenzl. Berg,95.703125,2009
0401,Charlottenburg-Nord,79.6875,2009
0402,Westend,90.6614785992218,2009
0403,Charlottenburg,84.07494145199063,2009
0404,Schmargendorf,90.49180327868852,2009
0405,Wilmersdorf,84.22053231939164,2009
0406,Forst Grunewald,0,2009
0501,SPA 1,84.94623655913979,2009
0502,SPA 2,81.94888178913737,2009
0503,SPA 3,86.73469387755102,2009
0504,SPA 4,95.36423841059603,2009
0601,Region A,89.11819887429644,2009
0602,Region B,87.36263736263736,2009
0603,Region C,91.37931034482759,2009
0604,Region D,91.75438596491227,2009
0701,Schöneberg-Nord,87.71929824561404,2009
0702,Schöneberg-Süd,88.28828828828829,2009
0703,Friedenau,91.56327543424318,2009
0704,Tempelhof,89.42731277533039,2009
0705,Mariendorf,85.71428571428571,2009
0706,Marienfelde,83.2618025751073,2009
0707,Lichtenrade,84.82587064676616,2009
0801,Neukölln,75.55555555555556,2009
0802,Britz-Buckow,84.42105263157895,2009
0803,Gropiusstadt,83.55704697986577,2009
0804,Buckow Nord / Rudow,89.8989898989899,2009
0901,Treptow-Köpenick 1,93,2009
0902,Treptow-Köpenick 2,92.26932668329177,2009
0903,Treptow-Köpenick 3,94.17721518987342,2009
0904,Treptow-Köpenick 4,94.19087136929461,2009
0905,Treptow-Köpenick 5,97.10982658959537,2009
1001,Marzahn,85.16209476309227,2009
1002,Hellersdorf,86.56462585034014,2009
1003,Biesdorf,93.75,2009
1004,Kaulsdorf / Mahlsdorf,95.90443686006826,2009
1101,Hohenschönhausen Nord,85.33604887983707,2009
1102,Hohenschönhausen Süd,86.54545454545455,2009
1103,Lichtenberg Nord,85.0253807106599,2009
1104,Lichtenberg Mitte,87.55656108597285,2009
1105,Lichtenberg Süd,96.99570815450643,2009
1210,Reinickendorf-Ost,80.52631578947368,2009
1221,Tegel,83.55704697986577,2009
1222,Heiligensee-Konradshöhe,94.76744186046511,2009
1223,Frohnau-Hermsdorf,91.58576051779936,2009
1230,Waidmannslust,80.86838534599728,2009
